date,shipments,trend,weekday,promotion,annual_sin,annual_cos
2025-10-22,200,294,2,0,-0.9410336347451197,0.3383130181923076
2025-10-23,201,295,3,0,-0.9350748843515574,0.3544502230989869
2025-10-24,223,296,4,0,-0.9288394302558068,0.3704825404820963
2025-10-25,154,297,5,0,-0.9223291176290545,0.3864052261209853
2025-10-26,120,298,6,0,-0.9155458729775467,0.40221356823680365
2025-10-27,229,299,0,0,-0.9084917035725082,0.41790288888678667
2025-10-28,239,300,1,0,-0.9011686968561569,0.4334685453485363
2025-10-29,184,301,2,0,-0.8935790198239952,0.4489059314938798
2025-10-30,212,302,3,0,-0.8857249183835637,0.4642104791518923
2025-10-31,216,303,4,0,-0.8776087166898392,0.4793776594606945
2025-11-01,160,304,5,0,-0.8692328164574792,0.49440298420761813
2025-11-02,131,305,6,0,-0.8605996962501181,0.5092820071573356
2025-11-03,222,306,0,0,-0.8517119107469189,0.5240103253675756
2025-11-04,235,307,1,0,-0.8425720899866032,0.5385835804920232
2025-11-05,260,308,2,1,-0.8331829385891785,0.5529974600700271
2025-11-06,272,309,3,1,-0.8235472349556007,0.5672476988027229
2025-11-07,284,310,4,1,-0.8136678304455991,0.5813300798152042
2025-11-08,214,311,5,1,-0.8035476485339116,0.5952404359043674
2025-11-09,218,312,6,1,-0.7931896839451843,0.6089746507720486
2025-11-10,280,313,0,1,-0.7825970017677834,0.6225286602431057
2025-11-11,275,314,1,1,-0.7717727365467837,0.6358984534680745
2025-11-12,205,315,2,0,-0.7607200913564104,0.6490800741100398
2025-11-13,205,316,3,0,-0.7494423368521953,0.6620696215153815
2025-11-14,215,317,4,0,-0.7379428103031386,0.6748632518680403
2025-11-15,179,318,5,0,-0.7262249146041543,0.6874571793269664
2025-11-16,134,319,6,0,-0.7142921172691032,0.699847677146407
2025-11-17,242,320,0,0,-0.7021479494046978,0.7120310787787131
2025-11-18,218,321,1,0,-0.6897960046655887,0.7240037789593305
2025-11-19,228,322,2,0,-0.6772399381909491,0.7357622347736527
2025-11-20,217,323,3,0,-0.6644834655228552,0.7473029667054297
2025-11-21,253,324,4,0,-0.6515303615068021,0.75862255966641
2025-11-22,178,325,5,0,-0.6383844591746642,0.769717664006921
2025-11-23,131,326,6,0,-0.6250496486104377,0.7805849965070866
2025-11-24,232,327,0,0,-0.6115298757991053,0.7912213413483807
2025-11-25,207,328,1,0,-0.5978291414589552,0.801623551065242
2025-11-26,207,329,2,0,-0.5839514998576998,0.8117885474764613
2025-11-27,230,330,3,0,-0.5699010576127624,0.821713322596059
2025-11-28,239,331,4,0,-0.5556819724760489,0.8313949395234058
2025-11-29,160,332,5,0,-0.5412984521036173,0.8408305333122887
2025-11-30,141,333,6,0,-0.5267547528105542,0.8500173118187018
2025-12-01,236,334,0,0,-0.5120551783114646,0.8589525565270845
2025-12-02,209,335,1,0,-0.4972040784469378,0.8676336233547726
2025-12-03,207,336,2,0,-0.4822058478963526,0.8760579434344281
2025-12-04,216,337,3,0,-0.46706492487743034,0.8842230238742036
2025-12-05,249,338,4,0,-0.451785789832884,0.8921264484954345
2025-12-06,181,339,5,0,-0.4363729641045924,0.8997658785476209
2025-12-07,126,340,6,0,-0.42083100859565564,0.9071390534005044
2025-12-08,243,341,0,0,-0.4051645224207563,0.9142437912130223
2025-12-09,230,342,1,0,-0.3893781415452015,0.9210779895789526
2025-12-10,270,343,2,1,-0.37347653741307074,0.9276396261490467
2025-12-11,282,344,3,1,-0.3574644155648614,0.9339267592294762
2025-12-12,251,345,4,1,-0.34134651424503615,0.9399375283564133
2025-12-13,212,346,5,1,-0.3251276029999093,0.9456701548465688
2025-12-14,214,347,6,1,-0.30881248126625377,0.9511229423235357
2025-12-15,264,348,0,1,-0.29240597695107734,0.9562942772197719
2025-12-16,298,349,1,1,-0.27591294500296043,0.9611826292540837
2025-12-17,227,350,2,0,-0.2593382659754056,0.9657865518844574
2025-12-18,230,351,3,0,-0.2426868445825954,0.9701046827361175
2025-12-19,230,352,4,0,-0.22596360824801906,0.974135744004672
2025-12-20,190,353,5,0,-0.20917350564635637,0.9778785428342386
2025-12-21,179,354,6,0,-0.19232150523909483,0.9813319716704275
2025-12-22,248,355,0,0,-0.17541259380427843,0.9844950085880858
2025-12-23,238,356,1,0,-0.15845177496083632,0.9873667175937016
2025-12-24,229,357,2,0,-0.14144406768794202,0.9899462489023779
2025-12-25,209,358,3,0,-0.12439450483979998,0.9922328391893008
2025-12-26,239,359,4,0,-0.10730813165636247,0.9942258118156161
2025-12-27,179,360,5,0,-0.09019000427034513,0.9959245770286599
2025-12-28,172,361,6,0,-0.07304518821104743,0.9973286321364752
2025-12-29,261,362,0,0,-0.05587875690537313,0.9984375616565666
2025-12-30,223,363,1,0,-0.03869579017652689,0.9992510374388481
2025-12-31,227,364,2,0,-0.021501372740813793,0.999768818762748
2026-01-01,244,365,3,0,-0.004300592702981974,0.9999907524084426
2026-01-02,234,366,4,0,0.012901459949419653,0.9999167727021953
2026-01-03,173,367,5,0,0.0300996948522586,0.9995469015357913
2026-01-04,173,368,6,0,0.04728902277113235,0.9988812483600598
2026-01-05,262,369,0,0,0.0644643571073618,0.9979200101524843
2026-01-06,241,370,1,0,0.08162061540319052,0.9966634713589159
2026-01-07,250,371,2,0,0.09875272084577376,0.9951120038093987
2026-01-08,239,372,3,0,0.11585560376947847,0.9932660666081418
2026-01-09,259,373,4,0,0.13292420315609124,0.9911262059976611
2026-01-10,195,374,5,0,0.14995346813244534,0.9886930551971383
2026-01-11,206,375,6,0,0.16693835946505886,0.9859673342150412
2026-01-12,251,376,0,0,0.18387385105132759,0.9829498496360606
2026-01-13,216,377,1,0,0.20075493140682357,0.9796414943824304
2026-01-14,302,378,2,1,0.21757660514828173,0.9760432474496961
2026-01-15,268,379,3,1,0.2343338944718038,0.9721561736170159
2026-01-16,297,380,4,1,0.2510218406258827,0.9679814231320734
2026-01-17,254,381,5,1,0.26763550537876646,0.9635202313707026
2026-01-18,199,382,6,1,0.2841699724797683,0.9587739184713191
2026-01-19,284,383,0,1,0.3006203491140572,0.9537438889442712
2026-01-20,269,384,1,1,0.31698176735052785,0.9484316312562208
2026-01-21,226,385,2,0,0.333249385582294,0.9428387173896835
2026-01-22,239,386,3,0,0.34941838995939767,0.936966802377855
2026-01-23,260,387,4,0,0.3654839958133118,0.9308176238148561
2026-01-24,197,388,5,0,0.3814414490727919,0.9243930013415553
2026-01-25,159,389,6,0,0.3972860276706894,0.9176948361071039
2026-01-26,227,390,0,0,0.4130130429412807,0.9107251102063585
2026-01-27,250,391,1,0,0.42861784100772643,0.9034858860933442
2026-01-28,233,392,2,0,0.4440958041592176,0.8959793059709459
2026-01-29,242,393,3,0,0.459442352217446,0.8882075911569887
2026-01-30,266,394,4,0,0.47465294389193496,0.8801730414269229
2026-01-31,198,395,5,0,0.48972307812389554,0.8718780343332758
2026-02-01,192,396,6,0,0.5046482954181526,0.8633250245021008
2026-02-02,265,397,0,0,0.5194241791627843,0.854516542906612
2026-02-03,260,398,1,0,0.5340463569360717,0.8454551961182272
2026-02-04,233,399,2,0,0.5485105018003605,0.8361436655352456
2026-02-05,236,400,3,0,0.5628123335824821,0.8265847065893737
2026-02-06,261,401,4,0,0.576947620140316,0.8167811479303533
2026-02-07,210,402,5,0,0.5909121786151564,0.8067358905889147
2026-02-08,179,403,6,0,0.6047018766694813,0.796451907118319
2026-02-09,272,404,0,0,0.6183126337097825,0.7859322407147274
2026-02-10,251,405,1,0,0.6317404220940747,0.775180004316675
2026-02-11,244,406,2,0,0.6449812683237445,0.7641983796838971
2026-02-12,252,407,3,0,0.6580312542193658,0.7529906164558017
2026-02-13,233,408,4,0,0.6708865180801582,0.7415600311898435
2026-02-14,183,409,5,0,0.683543255826725,0.7299100063801018
2026-02-15,166,410,6,0,0.6959977221267386,0.7180439894563502
2026-02-16,234,411,0,0,0.7082462315032488,0.7059654917639009
2026-02-17,248,412,1,0,0.7202851594252706,0.6936780875245466
